PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,principal_variation,sparring_full_pv_probs,sparring_full_model_moves,sparring_wdl,branch_1,branch_2,branch_1_probs,branch_2_probs,full_model_moves,full_pv_probs,corrupted_fen
aFW0u,8/ppp1P3/1b3r2/8/k7/8/PP4KP/4R1n1 b - - 0 39,f6f2 g2h1 g1f3 e7e8q,2439,82,74,141,advancedPawn advantage defensiveMove endgame promotion short,https://lichess.org/cV1WUSkL/black#77,,"['g2h1', 'g1f3', 'e7e8q']","[0.27434784173965454, 0.15125560760498047, 0.1566324681043625]","['g2g3', 'f2e2', 'e1e4']","[0.024064142256975174, 0.9714393615722656, 0.00449654646217823]","['g2h1', 'g1f3', 'e7e8q']","['g2g3', 'g1e2', 'g3g4']","[0.6140367388725281, 0.8040493726730347, 0.9519210457801819]","[0.37462612986564636, 0.886481523513794, 0.8624804019927979]","['g2h1', 'g1f3', 'e7e8q']","[0.6140367388725281, 0.8040493726730347, 0.9519210457801819]",8/ppp1P3/1b6/1R6/k7/8/PP3rKP/6n1 w - - 1 40
aOJF7,6r1/p1p2p1k/3br2p/4N3/4R3/1PP5/P4PP1/4R1K1 w - - 3 27,e5g4 g8g4 e4e6 f7e6,1422,74,94,17418,advantage endgame short,https://lichess.org/UboWHCD1#52,,"['g8g4', 'e4e6', 'f7e6']","[0.06542686372995377, 0.6575292348861694, 0.750421404838562]","['e6e4', 'e4e6', 'f7e6']","[0.01357466634362936, 0.9403775930404663, 0.04604782536625862]","['e6g6', 'g4e3', 'f7f5']","['g8g4', 'e4e6', 'f7e6']","[0.36558979749679565, 0.8769291639328003, 0.8471259474754333]","[0.3259054124355316, 0.8419336080551147, 0.9186135530471802]","['e6g6', 'g4e3', 'f7f5']","[0.3259054124355316, 0.8419336080551147, 0.9186135530471802]",6r1/p1p2p1k/3br2p/8/3RR1N1/1PP5/P4PP1/6K1 b - - 4 27
aTf9G,2k5/1b6/1Pp5/2Qp4/3b1q2/7P/P4P2/R4RK1 w - - 0 33,c5b4 d4f2 f1f2 f4b4,1626,126,28,13,crushing discoveredAttack endgame short,https://lichess.org/nF6nEOJl#64,,"['d4f2', 'f1f2', 'f4b4']","[0.008740507066249847, 0.6049004197120667, 0.2986585199832916]","['c6c5', 'f1f2', 'f4b4']","[0.014434972777962685, 0.9797754287719727, 0.00578960170969367]","['d4f2', 'f1f2', 'f4b4']","['f4g3', 'g1h1', 'g3h3']","[0.5876755118370056, 0.911189079284668, 0.9313837885856628]","[0.33053141832351685, 1.0, 0.8679123520851135]","['d4f2', 'f1f2', 'f4b4']","[0.5876755118370056, 0.911189079284668, 0.9313837885856628]",2k5/1b6/1Pp5/3p3Q/3b1q2/7P/P4P2/R4RK1 b - - 1 33
aWMUZ,4kb1r/1Qp1pppp/1p2q3/4n3/3r4/5N2/PPPP1PPP/R1B1K2R w KQk - 2 12,f3d4 e5d3 e1d1 d3f2,1934,79,91,4841,deflection doubleCheck mate mateIn2 middlegame short,https://lichess.org/o4VwEDZo#22,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,"['e5d3', 'e1d1', 'd3f2']","[0.09621071815490723, 0.4090234339237213, 0.11296413838863373]","['e5d3', 'e1f1', 'e6g4']","[0.01707345061004162, 0.1820995807647705, 0.8008269667625427]","['e5f3', 'e1d1', 'f3d4']","['e5d3', 'e1d1', 'd3f2']","[0.496376097202301, 0.9506309628486633, 0.9158449769020081]","[0.4267856478691101, 0.9477720260620117, 0.8072779774665833]","['e5f3', 'e1d1', 'f3d4']","[0.4267856478691101, 0.9477720260620117, 0.8072779774665833]",4kb1r/2p1pppp/1p2q3/4n3/3NQ3/8/PPPP1PPP/R1B1K2R b KQk - 0 12
aansX,3rbrk1/1p2q1pn/p6p/2ppPB2/1nP2Q1P/4P1P1/PB1N1R2/5RK1 b - - 0 24,b4d3 f5h7 g8h7 f4f8,1447,74,89,3546,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/qeqSKUoc/black#47,,"['f5h7', 'g8h7', 'f4f8']","[0.19949108362197876, 0.810509204864502, 0.7302378416061401]","['f5d3', 'g8h7', 'f4f8']","[0.006927999202162027, 0.9833033680915833, 0.009768662042915821]","['f5h7', 'g8h7', 'f4f8']","['f5d3', 'f8f4', 'e3f4']","[0.5556036829948425, 0.9691081643104553, 0.9154915809631348]","[0.3564518690109253, 0.926551878452301, 0.7222414612770081]","['f5h7', 'g8h7', 'f4f8']","[0.5556036829948425, 0.9691081643104553, 0.9154915809631348]",3rbrk1/1p2q1p1/p6p/2ppPB2/n1P2Q1P/3nP1P1/PB1N1R2/5RK1 w - - 1 25
apgiW,r2q2k1/2p1r1pp/bpQ1p3/p2p4/3P4/2P2N2/P4PPP/R3R1K1 w - - 0 19,e1e6 a6b7 c6b7 e7e6,2097,76,94,6454,advantage deflection middlegame short,https://lichess.org/3Zfto92x#36,Ponziani_Opening Ponziani_Opening_Other_variations,"['a6b7', 'c6b7', 'e7e6']","[0.22161054611206055, 0.22742342948913574, 0.3277386724948883]","['e7e6', 'a1e1', 'e7e6']","[0.011492066085338593, 0.9593532681465149, 0.029154643416404724]","['a6b5', 'c6a8', 'd8a8']","['a6b7', 'c6b7', 'e7e6']","[0.47816699743270874, 0.8572066426277161, 0.8641678094863892]","[0.34505099058151245, 0.8905956745147705, 0.9419925808906555]","['a6b5', 'c6a8', 'd8a8']","[0.34505099058151245, 0.8905956745147705, 0.9419925808906555]",r2q2kr/2p3pp/bpQ1R3/p2p4/3P4/2P2N2/P4PPP/R5K1 b - - 0 19
aseh5,8/p1Q5/1p2p1p1/2p1kpn1/8/P7/1P1n1P2/KBq5 b - - 16 38,e5d4 c7d6 d4c4 d6d3,1923,82,86,135,endgame mate mateIn2 short,https://lichess.org/6S6utuRb/black#75,,"['c7d6', 'd4c4', 'd6d3']","[0.4702908396720886, 1.0, 0.35360613465309143]","['c7d6', 'd4c4', 'd6d3']","[0.007104520220309496, 0.9527639150619507, 0.04013156145811081]","['c7d6', 'd4c4', 'd6d3']","['c7d7', 'd4e5', 'd7c7']","[0.4754599332809448, 1.0, 0.9259894490242004]","[0.31672316789627075, 0.8028886318206787, 0.8832899332046509]","['c7d6', 'd4c4', 'd6d3']","[0.4754599332809448, 1.0, 0.9259894490242004]",8/p1Q5/1p2p1p1/2p2pn1/3k4/P7/1P1n4/KBq5 w - - 17 39
atfdw,r4r2/pp2R1k1/3p1np1/3P3p/1nP5/1P4P1/PB5P/R5K1 b - - 2 24,f8f7 e7f7 g7f7 a1f1,1935,75,95,6719,advantage middlegame short,https://lichess.org/Oj6wPxTS/black#47,,"['e7f7', 'g7f7', 'a1f1']","[0.0529925599694252, 0.5893811583518982, 0.8803547620773315]","['a1f1', 'g7f7', 'a1f1']","[0.0022280735429376364, 0.9946063160896301, 0.0031655775383114815]","['b2f6', 'g7f6', 'e7e6']","['e7f7', 'g7f7', 'a1f1']","[0.32239899039268494, 0.7883933186531067, 0.7212573885917664]","[0.30003005266189575, 0.9578473567962646, 0.9505410194396973]","['b2f6', 'g7f6', 'e7e6']","[0.30003005266189575, 0.9578473567962646, 0.9505410194396973]",r7/pp2Rrk1/3p1npn/3P3p/2P5/1P4P1/PB5P/R5K1 w - - 3 25
avchO,2r3k1/Q2R1ppp/4p3/4P3/2q1B3/8/1r3PPP/5RK1 w - - 3 23,d7f7 c4f1 g1f1 c8c1,1386,75,93,3028,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/Pj5FSWBv#44,,"['c4f1', 'g1f1', 'c8c1']","[0.02315709926187992, 1.0, 0.20667532086372375]","['c4e4', 'g1f1', 'c8c1']","[0.0035697289276868105, 0.9658797979354858, 0.030550535768270493]","['c4f1', 'g1f1', 'c8c1']","['c4e4', 'f7g7', 'g8h8']","[0.5066136717796326, 1.0, 0.8786525130271912]","[0.3041447401046753, 0.7051692605018616, 0.9853469133377075]","['c4f1', 'g1f1', 'c8c1']","[0.5066136717796326, 1.0, 0.8786525130271912]",2r3k1/Q4Rpp/2r1p3/4P3/2q1B3/8/5PPP/5RK1 b - - 0 23
awTlA,3rqnk1/pb2r2p/1p1p3Q/2pP2N1/2P1B3/1P3R2/P5PP/6K1 b - - 6 24,e7e4 f3f8 e8f8 h6h7,1280,77,86,1477,fork mate mateIn2 middlegame short,https://lichess.org/HnnQcVZS/black#47,,"['f3f8', 'e8f8', 'h6h7']","[0.16344070434570312, 1.0, 0.8354125618934631]","['f3f7', 'e8f8', 'h6h7']","[0.0036155281122773886, 0.9877704381942749, 0.008613958023488522]","['f3f8', 'e8f8', 'h6h7']","['g5e4', 'e8e4', 'h6g5']","[0.5359319448471069, 1.0, 0.9067214727401733]","[0.34983566403388977, 0.7072932720184326, 0.9241408705711365]","['f3f8', 'e8f8', 'h6h7']","[0.5359319448471069, 1.0, 0.9067214727401733]",4qnk1/pb5p/1p1p3Q/2pP2N1/2P1r3/1P3R1r/P5PP/6K1 w - - 0 25
azNEN,r3bbnr/5kp1/2p1p2p/p2pP3/PqpP3N/4B3/5PPP/1R1Q1RK1 b - - 3 16,b4e7 d1h5 g7g6 h5g6,1610,76,95,11684,mate mateIn2 middlegame short,https://lichess.org/N6qulQ59/black#31,French_Defense French_Defense_Advance_Variation,"['d1h5', 'g7g6', 'h5g6']","[0.3363300859928131, 1.0, 0.25385966897010803]","['d1f3', 'g7g6', 'h4g6']","[0.004306400660425425, 0.9897875785827637, 0.00590597465634346]","['d1h5', 'g7g6', 'h5g6']","['d1f3', 'g8f6', 'e5f6']","[0.45272478461265564, 1.0, 0.9250171780586243]","[0.36551162600517273, 0.9942649006843567, 0.769010066986084]","['d1h5', 'g7g6', 'h5g6']","[0.45272478461265564, 1.0, 0.9250171780586243]",r3bb1r/4qkp1/2p1p2p/p2pP3/P1pP3N/2n1B3/5PPP/1R1Q1RK1 w - - 4 17
b2myL,r2qk2r/2p1bppp/p1n1pn2/1p3b2/2BP4/P1N1PN1P/1P3PP1/R1BQR1K1 w kq - 0 11,c3b5 a6b5 c4b5 d8d5,2210,76,85,147,advantage opening short,https://lichess.org/UKyNz1wi#20,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense,"['a6b5', 'c4b5', 'd8d5']","[0.7415742874145508, 0.8492546677589417, 0.4207569658756256]","['a6b5', 'c4b5', 'd8d5']","[0.015030399896204472, 0.9569702744483948, 0.02799934521317482]","['c6a5', 'b5c3', 'a5c4']","['a6b5', 'c4b5', 'd8d5']","[0.4852142930030823, 0.8594578504562378, 0.7965114116668701]","[0.4210343360900879, 0.9214879274368286, 0.8235094547271729]","['c6a5', 'b5c3', 'a5c4']","[0.4210343360900879, 0.9214879274368286, 0.8235094547271729]",r2qk2r/1Rp1bppp/p1n1pn2/1N3b2/2BP4/P3PN1P/1P3PP1/2BQR1K1 b kq - 0 11
bGwt9,3Q4/1p5k/pN4p1/P1R1p2p/4Pb2/1P1R4/4K1q1/8 w - - 3 53,e2d1 g2f1 d1c2 f1c1,1373,77,100,117,endgame mate mateIn2 short,https://lichess.org/342gw74u#104,,"['g2f1', 'd1c2', 'f1c1']","[0.4050624966621399, 1.0, 0.5495877861976624]","['g2f1', 'd1c2', 'f1c1']","[0.0032573300413787365, 0.981759786605835, 0.014982873573899269]","['g2f1', 'd1c2', 'f1c1']","['g2g1', 'd1e2', 'g1g2']","[0.49538880586624146, 1.0, 0.934388279914856]","[0.3002059757709503, 0.953795313835144, 0.7544822096824646]","['g2f1', 'd1c2', 'f1c1']","[0.49538880586624146, 1.0, 0.934388279914856]",3Q4/1p5k/p5p1/P1R1p2p/4Pb2/1P1R4/2N3q1/3K4 b - - 4 53
bIwiJ,4Nk2/5P2/p1b1P1p1/6P1/6p1/2P3P1/R3RK2/3r2r1 w - - 3 39,a2a6 g1f1 f2e3 f1f3,2032,95,85,323,endgame mate mateIn2 short,https://lichess.org/ITqYCX1W#76,,"['g1f1', 'f2e3', 'f1f3']","[0.1603354811668396, 1.0, 0.2255110740661621]","['g1g2', 'f2e3', 'f1f3']","[0.0012001022696495056, 0.9956606030464172, 0.0031393226236104965]","['g1f1', 'f2e3', 'f1f3']","['g1g2', 'f2e3', 'g2g3']","[0.5210729241371155, 1.0, 0.8133022785186768]","[0.31085219979286194, 1.0, 0.7883687019348145]","['g1f1', 'f2e3', 'f1f3']","[0.5210729241371155, 1.0, 0.8133022785186768]",4Nk2/5P2/R3P1p1/6P1/4b1p1/2P3P1/4RK2/3r2r1 b - - 0 39
bJIOM,r4rk1/ppp3p1/2n1N2p/2bpPn2/5B1q/2P5/PPQ3PP/RN3R1K w - - 2 16,e6c5 f5g3 h1g1 g3f1,1928,82,79,38,crushing kingsideAttack middlegame pin short,https://lichess.org/Gw4IA3Zp#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense,"['f5g3', 'h1g1', 'g3f1']","[0.0459011048078537, 0.7870166301727295, 0.725791871547699]","['f5d4', 'h1g1', 'g3f1']","[0.012194798327982426, 0.9397590756416321, 0.04804614558815956]","['f5e3', 'c2f2', 'h4f2']","['f5g3', 'h1g1', 'g3f1']","[0.47840452194213867, 0.8402711749076843, 0.7148142457008362]","[0.416368305683136, 0.9299206733703613, 0.8242797255516052]","['f5e3', 'c2f2', 'h4f2']","[0.416368305683136, 0.9299206733703613, 0.8242797255516052]",r4rk1/ppp3p1/2n4p/2NpPn2/5B1q/2P5/PPQ2RPP/RN5K b - - 0 16
bPBY0,r2q1rk1/pp2bppp/2npbn2/2pN4/2P1PN2/6P1/PP1P2BP/R1BQ1RK1 b - - 0 10,e6g4 d5f6 e7f6 d1g4,1418,75,83,1761,advantage kingsideAttack middlegame short,https://lichess.org/rj8GDjrg/black#19,Sicilian_Defense Sicilian_Defense_Staunton-Cochrane_Variation,"['d5f6', 'e7f6', 'd1g4']","[0.022165462374687195, 0.8860852718353271, 0.6433460712432861]","['d1e1', 'e7f6', 'd1g4']","[0.020814450457692146, 0.9548499584197998, 0.02433553896844387]","['d5f6', 'e7f6', 'd1g4']","['d5e7', 'd8e7', 'd1e1']","[0.48337122797966003, 0.8483090400695801, 0.9356502890586853]","[0.3331410586833954, 0.8268191814422607, 0.7293784022331238]","['d5f6', 'e7f6', 'd1g4']","[0.48337122797966003, 0.8483090400695801, 0.9356502890586853]",r2q1rk1/pp2bppp/2np1n2/2pN4/1NP1P1b1/6P1/PP1P2BP/R1BQ1RK1 w - - 1 11
bXJyt,5k2/p4p1Q/1p1rq3/2p1pR2/8/P2PP1P1/7P/6K1 b - - 4 32,d6d3 h7h8 f8e7 f5e5,1660,75,96,6102,crushing endgame master masterVsMaster pin short,https://lichess.org/Nh3jc46w/black#63,,"['h7h8', 'f8e7', 'f5e5']","[0.263532429933548, 1.0, 0.5244045853614807]","['h7h8', 'f8e7', 'f5e5']","[0.003402640111744404, 0.9891408681869507, 0.00745646096765995]","['f5f7', 'e6f7', 'h7d3']","['h7h8', 'f8e7', 'f5e5']","[0.5145542621612549, 0.9050871133804321, 0.9500200748443604]","[0.332066148519516, 1.0, 0.8760795593261719]","['f5f7', 'e6f7', 'h7d3']","[0.332066148519516, 1.0, 0.8760795593261719]",5k2/p4p1Q/1p2q3/2p1pR2/8/P2rP1P1/p6P/6K1 w - - 0 33
bZY2V,1r5k/1Q5p/1Np1p3/2Pp4/p2P3b/P1K1q3/6RP/6R1 w - - 2 37,c3b4 e3b3 b4a5 b3b5,1736,74,93,819,mate mateIn2 middlegame short,https://lichess.org/vptBoKuh#72,,"['e3b3', 'b4a5', 'b3b5']","[0.08887207508087158, 1.0, 0.030567366629838943]","['h4e1', 'b4a5', 'b8b7']","[0.009031061083078384, 0.9878169894218445, 0.003151912475004792]","['e3b3', 'b4a5', 'b3b5']","['h4e1', 'b4a4', 'e3d4']","[0.4368455111980438, 1.0, 0.8812862038612366]","[0.39495769143104553, 0.9550155997276306, 0.9073056578636169]","['e3b3', 'b4a5', 'b3b5']","[0.4368455111980438, 1.0, 0.8812862038612366]",1r5k/7p/QNp1p3/2Pp4/pK1P3b/P3q3/6RP/6R1 b - - 3 37
baJwk,4R3/5pk1/2Np3P/8/p5K1/q2n2P1/8/7R b - - 0 42,g7g6 e8g8 g6h7 g8g7,2339,85,86,391,crushing endgame short,https://lichess.org/iPFEIp0Y/black#83,,"['e8g8', 'g6h7', 'g8g7']","[0.24591882526874542, 0.6781209111213684, 0.7727745175361633]","['e8g8', 'g6h7', 'g8g7']","[0.005469162482768297, 0.9909406900405884, 0.003590176347643137]","['e8g8', 'g6h7', 'g8g7']","['h6h7', 'd3f2', 'g4f4']","[0.37131041288375854, 0.9745805859565735, 0.9245567917823792]","[0.3096858859062195, 0.7239397168159485, 0.8861767053604126]","['e8g8', 'g6h7', 'g8g7']","[0.37131041288375854, 0.9745805859565735, 0.9245567917823792]",4R3/5p2/2Npn1kP/8/p5K1/q5P1/8/7R w - - 1 43
bn7BO,1rb3r1/3q1Q1k/1pR4p/p2p2p1/N2Pn3/8/PP2B1PP/5RK1 b - - 2 23,g8g7 c6h6 h7h6 f7h5,1891,77,84,357,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/yvEjqPQ2/black#45,,"['c6h6', 'h7h6', 'f7h5']","[0.030364971607923508, 1.0, 0.6859568953514099]","['f7d7', 'h7h6', 'f7h5']","[0.0150865837931633, 0.9776381850242615, 0.007275193929672241]","['c6h6', 'h7h6', 'f7h5']","['f7d7', 'c8d7', 'c6b6']","[0.5054084658622742, 1.0, 0.8634746670722961]","[0.3877078890800476, 0.9344133734703064, 0.9001365900039673]","['c6h6', 'h7h6', 'f7h5']","[0.5054084658622742, 1.0, 0.8634746670722961]",1rbB4/3q1Qrk/1pR4p/p2p2p1/N2Pn3/8/PP4PP/5RK1 w - - 3 24
bndjD,r4rk1/pppn2pp/3p1p2/2q5/3nPRN1/2NP3P/PPPQ2P1/5RK1 w - - 4 18,a2a3 d4f3 g1h1 f3d2,1142,76,96,7579,crushing doubleCheck middlegame short,https://lichess.org/8vhauT7O#34,Three_Knights_Opening Three_Knights_Opening_Other_variations,"['d4f3', 'g1h1', 'f3d2']","[0.04732189327478409, 1.0, 0.9446665644645691]","['c7c6', 'g1h1', 'f3d2']","[0.011918832547962666, 0.9725558161735535, 0.015525339171290398]","['d4f3', 'g1h1', 'f3d2']","['d4e2', 'g1h2', 'e2f4']","[0.5408507585525513, 1.0, 0.9140672087669373]","[0.36256805062294006, 0.8475687503814697, 0.902640163898468]","['d4f3', 'g1h1', 'f3d2']","[0.5408507585525513, 1.0, 0.9140672087669373]",r4rk1/pppn2pp/3p1p2/2q5/3nPRN1/P1NP3P/1PP2QP1/5RK1 b - - 0 18
bpoPm,r1b2rk1/ppb1qp1p/4pp2/3pP3/8/2PB3N/PP4PP/R2Q1RK1 b - - 0 15,c7e5 d1g4 g8h8 g4h4,2576,88,83,92,crushing middlegame short,https://lichess.org/nYdmIqRG/black#29,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,"['d1g4', 'g8h8', 'g4h4']","[0.17203651368618011, 1.0, 0.511067271232605]","['d1h5', 'g8h8', 'g4h4']","[0.006499444134533405, 0.98539137840271, 0.00810923334211111]","['d1g4', 'g8h8', 'g4h4']","['d3h7', 'g8h7', 'd1h5']","[0.48194634914398193, 1.0, 0.7072707414627075]","[0.404390811920166, 0.7672637104988098, 0.9289261102676392]","['d1g4', 'g8h8', 'g4h4']","[0.48194634914398193, 1.0, 0.7072707414627075]",r4rkb/pp2qp1p/4pp2/3pb3/8/2PB3N/PP4PP/R2Q1RK1 w - - 0 16
bytn2,r1bq1rk1/pp2ppbp/3p2p1/4N3/3B2Q1/1P1B4/P1P2PPP/RN2K2R w KQ - 0 11,e5f7 c8g4 f7d8 g7d4,2324,82,91,1027,advantage capturingDefender opening short,https://lichess.org/fqVr5Qay#20,Indian_Defense Indian_Defense_Spielmann-Indian,"['c8g4', 'f7d8', 'g7d4']","[0.3832548260688782, 0.864100456237793, 0.7693021297454834]","['c8g4', 'f7d8', 'g7d4']","[0.0142418397590518, 0.9691200256347656, 0.016638103872537613]","['d8a5', 'b3b4', 'a5b4']","['c8g4', 'f7d8', 'g7d4']","[0.45945480465888977, 0.7695226073265076, 0.7398070693016052]","[0.4367838203907013, 0.9023554921150208, 0.9168798327445984]","['d8a5', 'b3b4', 'a5b4']","[0.4367838203907013, 0.9023554921150208, 0.9168798327445984]",r1bq1rk1/pp2pNbp/3p2p1/8/6Q1/1P1BB3/P1P2PPP/RN2K2R b KQ - 0 11
cFRDh,r7/pp4k1/2p3p1/3p2q1/3P2b1/2PBbP2/P3Q1K1/4R2R w - - 0 31,e2e3 g4h3 g2h3 a8h8,1788,75,95,9159,attraction doubleCheck mate mateIn2 middlegame sacrifice short,https://lichess.org/v68VR7Gz#60,,"['g4h3', 'g2h3', 'a8h8']","[0.3653353452682495, 0.4645632207393646, 0.29212483763694763]","['g4h3', 'g2h3', 'a8h8']","[0.03439341112971306, 0.6857866048812866, 0.2798199951648712]","['g4f3', 'g2f3', 'a8f8']","['g4h3', 'g2h3', 'a8h8']","[0.5120352506637573, 0.9671071171760559, 0.8194551467895508]","[0.39844638109207153, 0.9479019641876221, 0.9198424220085144]","['g4f3', 'g2f3', 'a8f8']","[0.39844638109207153, 0.9479019641876221, 0.9198424220085144]",r1B5/pp4k1/2p3p1/3p2q1/3P2b1/2P1QP2/P5K1/4R2R b - - 0 31
cK2zE,3r1rk1/1bp2pp1/pb1q1n1p/1p2p1B1/4P3/1BP2Q2/PP1N1PPP/3RR1K1 w - - 0 16,d2c4 b5c4 d1d6 d8d6,2293,76,85,483,advantage master middlegame short,https://lichess.org/laHi6m6a#30,Ruy_Lopez Ruy_Lopez_Morphy_Defense,"['b5c4', 'd1d6', 'd8d6']","[0.3344363868236542, 0.6460257172584534, 0.18028613924980164]","['b5c4', 'd1d6', 'h6g5']","[0.0021351135801523924, 0.9930360913276672, 0.004828829783946276]","['b5c4', 'd1d6', 'd8d6']","['d6e7', 'g5f6', 'e7f6']","[0.3409636914730072, 0.82086580991745, 0.9256852865219116]","[0.3219074606895447, 0.7726468443870544, 0.8453583121299744]","['b5c4', 'd1d6', 'd8d6']","[0.3409636914730072, 0.82086580991745, 0.9256852865219116]",1r3rk1/1bp2pp1/pb1q1n1p/1p2p1B1/2N1P3/1BP2Q2/PP3PPP/3RR1K1 b - - 1 16
cR3WR,3rrbk1/5ppb/2q4p/1p3P2/2p1NQP1/2P4P/1P4B1/2R1R1K1 b - - 1 28,d8d3 e4f6 c6f6 e1e8,882,88,96,1863,advantage deflection discoveredAttack kingsideAttack middlegame short,https://lichess.org/AvmDKbVI/black#55,,"['e4f6', 'c6f6', 'e1e8']","[0.0330403670668602, 0.9079208970069885, 0.3153775930404663]","['g1h1', 'c6f6', 'e1e8']","[0.013674219138920307, 0.9615350961685181, 0.024790700525045395]","['e4f2', 'e8e1', 'c1e1']","['e4f6', 'c6f6', 'e1e8']","[0.35357385873794556, 0.8870416879653931, 0.9913051724433899]","[0.3320960998535156, 0.9255077838897705, 0.8953526020050049]","['e4f2', 'e8e1', 'c1e1']","[0.3320960998535156, 0.9255077838897705, 0.8953526020050049]",4rbk1/5ppb/2q4p/1p3P2/2p1NQP1/2Pr3P/1P1B4/2R1R1K1 w - - 2 29
cWTmP,2k5/ppp1nN1Q/6p1/2b1p3/8/1PB5/PK2q1PP/R6R w - - 3 27,b2c1 c5a3 c3b2 e2b2,1800,445,-100,2,advantage middlegame queensideAttack short,https://lichess.org/IG5dQW2Q#52,,"['c5a3', 'c3b2', 'e2b2']","[0.6735932230949402, 0.15482372045516968, 0.4379381835460663]","['c5a3', 'c1b1', 'e2b2']","[0.0023060478270053864, 0.9940683841705322, 0.0036255652084946632]","['c5a3', 'c3b2', 'e2b2']","['c5e3', 'c1b1', 'e2d3']","[0.49697983264923096, 0.9863450527191162, 0.8358919024467468]","[0.4344121217727661, 0.967829704284668, 0.9154289960861206]","['c5a3', 'c3b2', 'e2b2']","[0.49697983264923096, 0.9863450527191162, 0.8358919024467468]",2k5/ppp1nN1Q/2R3p1/2b1p3/8/1PB5/P3q1PP/2K4R b - - 4 27
ccPX2,2r1r1k1/pp3ppp/1b1B4/1P1bP3/P2pN2q/5Q1P/5PP1/R3R1K1 b - - 2 25,c8c3 e4f6 g7f6 f3d5,1693,75,86,172,crushing discoveredAttack master middlegame short,https://lichess.org/MGzKIIGd/black#49,,"['e4f6', 'g7f6', 'f3d5']","[0.09466050565242767, 0.517966628074646, 0.5578086376190186]","['f3f5', 'g7f6', 'f3d5']","[0.0037801952566951513, 0.9896851778030396, 0.006534635089337826]","['f3f5', 'd5e6', 'f5g5']","['e4f6', 'g7f6', 'f3d5']","[0.4267437756061554, 0.7131741046905518, 0.8445123434066772]","[0.3355274200439453, 0.7320767045021057, 0.8261923789978027]","['f3f5', 'd5e6', 'f5g5']","[0.3355274200439453, 0.7320767045021057, 0.8261923789978027]",6k1/pp3ppp/1b1B4/1P1bP3/P2pN2q/2r1rQ1P/5PP1/R3R1K1 w - - 3 26
ccdue,r1b3k1/pp3pp1/2n4p/4r2n/2P3P1/3B1P1K/P1N2q1P/R1BQ3R w - - 3 19,h1f1 h5f4 c1f4 e5h5,1432,75,93,7080,clearance mate mateIn2 middlegame pin sacrifice short,https://lichess.org/nl4pdHYr#36,Sicilian_Defense Sicilian_Defense_Taimanov_Variation,"['h5f4', 'c1f4', 'e5h5']","[0.10739395767450333, 1.0, 0.30591338872909546]","['f2c5', 'c1f4', 'e5h5']","[0.006530806887894869, 0.9800173044204712, 0.013451920822262764]","['h5f4', 'c1f4', 'e5h5']","['f2b6', 'h3g2', 'h5f6']","[0.35688963532447815, 1.0, 0.8630144000053406]","[0.3199332654476166, 0.7686507105827332, 0.8783092498779297]","['h5f4', 'c1f4', 'e5h5']","[0.35688963532447815, 1.0, 0.8630144000053406]",r5k1/ppb2pp1/2n4p/4r2n/2P3P1/3B1P1K/P1N2q1P/R1BQ1R2 b - - 4 19
chVqO,5R2/p1K4k/q5p1/p1P5/1b6/8/5Qp1/8 b - - 13 59,b4c5 f2h4 h7g7 h4h8,1618,75,94,1549,endgame mate mateIn2 short,https://lichess.org/ztvAgwzR/black#117,,"['f2h4', 'h7g7', 'h4h8']","[0.36833059787750244, 1.0, 0.714045524597168]","['f2h4', 'h7g7', 'h4h8']","[0.006937988102436066, 0.9895896315574646, 0.0034723153803497553]","['f2f7', 'h7h6', 'f7f4']","['f2h4', 'h7g7', 'h4h8']","[0.4676530063152313, 1.0, 0.7683364152908325]","[0.34229880571365356, 1.0, 0.8920261859893799]","['f2f7', 'h7h6', 'f7f4']","[0.34229880571365356, 1.0, 0.8920261859893799]",8/p1K4k/q5p1/p1b1R3/8/8/5Qp1/8 w - - 0 60
cnkMj,6k1/p1p2pq1/3p2p1/r5P1/2P2P2/rnR1P2P/P1Q3BK/R7 w - - 0 35,a1d1 b3a1 c3a3 a1c2,1903,74,92,4926,advantage master middlegame short,https://lichess.org/xvfrUqgs#68,,"['b3a1', 'c3a3', 'a1c2']","[0.08251802623271942, 0.3826391398906708, 0.6684119701385498]","['a3a2', 'c3a3', 'a1c2']","[0.011465220712125301, 0.9661518931388855, 0.02238287590444088]","['b3c5', 'c3a3', 'a5a3']","['b3a1', 'c3a3', 'a1c2']","[0.43697449564933777, 0.9178577661514282, 0.93180912733078]","[0.3776804208755493, 0.8852373957633972, 0.9345228672027588]","['b3c5', 'c3a3', 'a5a3']","[0.3776804208755493, 0.8852373957633972, 0.9345228672027588]",6k1/p1p2pq1/3p2p1/rR4P1/2P2P2/rn2P2P/P1Q3BK/3R4 b - - 1 35
